UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5000.5,L56725,L,300.78436927438776,311.07895795162585,1429.2104204837415,41.61623396828562,123.21042048374152,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54830,L,300.0351104351757,309.9138396282838,1347.4787291931082,55.63511043517569,142.35110435175693,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54300,L,302.73056866360093,312.5013108344008,2327.034939700005,15.1,111.11354211200471,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18879,M,298.994505256485,309.0630035043234,1561.8019163378397,42.73245992108152,188.8830661405435,0,0.0,0.0,0.0,0.0,0.0
5000.5,M15532,M,300.1518767492882,310.1308310009491,1429.1729224976273,42.242091496678164,204.6166200189819,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56544,L,298.03172430752664,308.9441403053731,1683.268972301066,31.76275200646073,58.63448615053296,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55298,L,298.13888877911734,308.6408045409228,1545.5727969727182,31.56992333001002,13.990421190972842,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56381,L,300.1788219933884,310.31407015814875,1406.957643986777,49.347809429950416,65.18305759471075,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53984,L,301.06922412258086,310.1074704385254,1590.734064035023,30.89033745640526,105.53187192995378,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53157,L,301.4245895024255,311.3305684430312,1748.0597894060577,29.387368378786114,169.05978940605777,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52896,L,301.3327166677812,311.2559358982932,1352.8839038474398,53.278892947474816,164.44195192371993,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56208,L,298.683353326205,309.6555688841367,1387.1113776827335,48.96119774688839,23.88862231726651,0,0.0,0.0,0.0,0.0,0.0
5000.5,M24541,M,297.8309559959889,309.1460293360074,1412.3055133801295,40.33768335004628,18.15477997994447,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19205,M,299.17856767124556,309.81269557383,1551.3015856316647,34.86587209741559,121.15079281583235,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54511,L,301.59843053345304,310.6312407112707,1526.851643776381,35.01098626582859,198.65620355635372,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54474,L,300.11281888293604,310.6640944146802,1808.4872446825586,24.25513390972387,97.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21791,M,300.8,309.9328407104758,1519.2739302476186,39.72739302476186,15.863034876190705,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55903,L,299.8276581459235,310.5394170164901,1577.4882411294334,42.86472338830029,82.92944677660059,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49389,L,300.8375557612413,310.1152223838324,1382.2944437098524,49.696444503211794,115.25888874197051,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50470,L,301.29457203108933,311.78088029965323,1378.4728601554466,49.16356992227669,47.263569922276695,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49275,L,299.75460741760753,310.0721629636005,1522.7216296360048,41.7432592720094,26.9485925479671,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52355,L,299.56077965108017,310.3930979219964,1739.1408851205704,29.62789266806425,83.4226553617112,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49730,L,300.1032436340186,311.4663518153971,1365.0,52.95567635953258,112.75405454252328,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49494,L,299.3257515151604,310.380973063978,1372.723892255912,48.0180973063978,173.638053872044,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54212,L,300.05122888207393,310.3931475641202,1723.0,30.249858394898,71.78355415388864,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48082,L,297.886039280744,308.9946432088184,1391.28490179814,48.73173731670679,151.74188215776803,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20697,L,300.56109952291393,311.43586385322095,1829.2979060549071,26.474764330306957,22.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50435,L,299.40505644239545,310.8050564423955,1496.0,38.15187362211673,161.84176073732579,0,0.0,0.0,0.0,0.0,0.0
5000.5,M14992,M,301.5960201241842,311.0630658266428,1442.6704570245865,41.88437568176129,125.99431446312022,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54433,L,299.3194826086326,309.7899701648719,1525.0429850076919,39.91146266871784,215.6475622188036,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21719,M,301.49452657325816,310.9,1916.0,22.494526573258167,46.046126508475915,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54238,L,297.5709195903117,308.8098768794861,1521.2674874700926,45.555278927927475,146.7325125299074,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54586,L,299.66063315340267,308.9690467906575,1549.8873021395616,45.2477804838522,170.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49864,L,302.0373900920683,310.780776436932,1461.7107577009087,39.04585595422749,22.216931724318375,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18806,M,299.82880898107004,309.7875346947471,1658.4875346947472,30.133102448414395,6.512465305252912,0,0.0,0.0,0.0,0.0,0.0
5000.5,H34469,H,299.8068344642108,311.0068344642108,1387.847528340917,45.89495237898151,184.55941042614646,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53107,L,298.78764648628186,309.9116861981709,1650.8831380182908,29.558430990854575,42.058430990854575,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55214,L,301.4957569319627,310.4957569319627,1563.560270075597,36.53616204535818,7.439729924403027,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55580,L,303.3951658411263,312.12903630322336,1534.8306476895145,38.4645181516117,106.49194306854386,0,0.0,0.0,0.0,0.0,0.0
5000.5,H30062,H,300.20801353405136,311.4251304982084,1412.1337119354805,41.68449492473073,152.90374577060894,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47233,M,298.0464412904099,309.0371530323279,1562.2786477424595,38.68914580549073,154.53558709590067,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23514,M,298.456184535654,309.3053010305606,1438.8876309286918,46.37752618573838,116.60353402037374,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19171,M,301.44095113715156,310.1369055392803,1468.4428664713632,40.51951790146991,32.07381107856055,0,0.0,0.0,0.0,0.0,0.0
5000.5,H38726,H,303.02695742469615,312.2023762125306,1570.3770939391727,35.23435909124107,146.05726515206845,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53157,L,299.86294584499694,310.4314154303708,1749.6858456962918,28.237169139258363,178.48561572778115,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49088,L,299.8793438873783,309.2781393827773,1980.4423371954406,19.597590990797908,185.44233719544053,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20918,M,299.6327289621406,310.81848752338925,1642.2242367928648,33.9796993630325,155.61211839643235,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54589,L,297.46721566407047,307.80983752232595,2070.3466026546507,19.051521415813724,181.47540619418504,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53532,L,297.72023992727156,307.7147199471066,1489.3455999559221,36.865040125621896,29.654400044077857,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51542,L,299.87150456991094,309.4058586828308,1446.7430091398219,45.922902741946565,173.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56350,L,299.02374954266816,308.6172656535833,1474.0,49.11656169966928,190.4820303925028,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17416,M,300.01728047327464,310.8965439053451,1449.9654390534506,42.93790366870775,137.03456094654928,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49830,M,300.8595817411614,309.93403043139773,1287.063878274409,61.44239560817052,161.06387827440906,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55579,L,301.5309346748688,310.594069743836,1297.0,60.56568418224569,109.23305009852461,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55289,L,299.70498392662466,310.48794943119873,1813.588643669716,27.499305761482695,201.12050568801243,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54719,L,298.6924464398389,308.6923176028456,1489.8463520569126,33.81510712032228,71.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51230,L,301.54808936570316,310.8,1457.0076425371874,48.413756566937494,36.51146380578124,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56722,L,299.7000720157553,310.5330692755638,1716.0,28.399927984244673,117.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49320,L,298.00643657554974,308.1654429519676,1414.5827214759838,47.89209496681136,158.50367114409732,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54308,L,298.70723125444573,309.85843646352004,1517.9517916370282,36.66625414591978,103.95179163702826,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50192,L,303.3910573333883,312.60971371935176,1437.440308421096,45.48134361403653,186.6940529825574,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47432,L,298.3895713149206,308.4737528158901,1620.2105790891462,36.01057908914627,4.473552277134328,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51211,L,298.29297280966165,308.4728040030193,1446.0,38.24033761328472,226.50292799597432,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22815,L,299.86303668363274,309.3452146734531,1307.7260733672656,50.97612545941437,31.452146734531034,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49845,L,299.0,308.7,2248.4999696415425,16.75000303584574,204.9999392830852,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19975,M,297.5190151450701,308.15413825193633,2127.2438446566885,19.04194601910195,149.93177087764283,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55622,L,299.3702600011471,309.5281040004588,1518.0,37.8875839981647,0.743791999082352,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52981,L,302.27737205736724,310.9943430143418,1412.028284928291,46.93211617210165,164.05656985658197,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50373,L,298.8274135885081,308.8725864114919,1397.7258641149192,51.1025029666327,0.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55068,L,300.91339818462006,311.03627237540417,1573.1732036307599,36.88986511388436,102.65359273848017,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53685,L,301.7619129105749,310.194558987225,1457.0,40.35647189779986,213.10882025550035,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51893,L,301.7926919127806,312.2373372173509,1460.2832847831141,46.13733721735086,166.68668608675432,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16299,M,299.8251179303472,309.50220467748187,1528.3259844083939,36.045354784341924,43.674015591606235,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50164,L,298.594609300371,309.0733154063659,1638.373315406366,31.34002689045109,127.26684593634059,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16981,M,298.9884741035481,309.65050822793813,1499.6237294301545,38.649491772061836,116.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20705,M,297.714661370176,307.985338629824,1725.3599602763197,27.62001986184019,34.573306850879746,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20654,M,299.1944130754501,309.0857027624102,1489.3492191528776,42.87937532230202,155.95234254136744,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55420,L,299.6779364195128,309.5341893076657,1485.1507369930312,45.40256792299714,100.75368496515584,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19885,M,301.4,310.6379440804581,1466.276644827486,47.8031743103799,97.897204022905,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54065,L,298.1480782454778,308.66026081825936,1394.4807824547781,49.58622169552048,109.5801304091297,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50299,L,299.63594001621027,308.9746116815261,1856.8398500405258,23.677343330631622,28.70701657210671,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49096,L,300.3523349810788,309.8714975283818,1394.2850247161825,48.052334981078836,201.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48204,L,299.6894928086122,309.5903127615209,1710.182812064132,31.055116936875784,45.27421809619769,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52941,M,301.4531564258821,311.2372369645098,1370.861848225491,51.0288198288241,66.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54620,L,300.2424493083325,311.3158254087126,1659.5467522007602,31.289925534470363,37.74100125757733,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52416,L,302.2411228284694,312.07102925943025,1397.7009356903911,41.80934501672619,42.392514476870744,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53566,L,298.7901606649947,308.35424427113134,1654.718327877268,30.839485268623346,121.92250818409813,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47897,L,298.8961721829405,309.4057415957266,1545.0,36.3918660510768,125.846889914872,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53660,M,297.815908483484,308.615908483484,1775.166083448834,26.52191117271138,152.83391655116617,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49650,H,301.1749190995334,310.6714131618159,1465.714131618159,44.92125136088269,134.9288025727617,0,0.0,0.0,0.0,0.0,0.0
5000.5,M15033,M,297.41284419300314,308.41284419300314,1595.0,33.96789235704931,27.49541075995804,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51305,L,299.5222155501261,309.25145917900045,1439.4035140393742,42.584216847248975,5.596485960625856,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18846,M,300.96775593518737,310.83224406481264,1578.3224406481265,37.85816951390517,109.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48338,L,298.4100320591407,308.0387221358119,1435.0,45.564345038335595,183.46517557503387,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52436,L,301.8395440734274,310.90579787150205,1399.7732902753528,57.95061930288807,79.15113981643148,0,0.0,0.0,0.0,0.0,0.0
5000.5,L57088,L,299.09913060044266,309.118840619153,1457.18840619153,48.22289872427326,0.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50456,L,302.6484748365196,311.60779692046566,1439.0372883357843,41.00372883357843,9.593220839460738,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49850,L,300.53199389716934,309.3319938971693,1468.4404882264546,46.47975588677266,226.83926766031797,0,0.0,0.0,0.0,0.0,0.0
5000.5,H34357,H,302.7610328180472,312.4302176196879,1435.0,41.97190212950513,114.58913068854208,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20455,L,301.23149604201467,310.70426121354234,1933.634089708339,21.659147757291528,77.91060686110742,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54098,L,299.27585801662605,310.2002984405656,1555.751119152121,33.17585801662605,196.74962694929303,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23276,M,299.451241496708,309.64572987527436,1587.9145975054867,33.834706632407055,150.62810374176993,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49859,L,301.0813854801067,311.6397031114057,1478.5980207427046,39.862276145889574,17.397031114057075,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56412,L,297.6232666445012,308.694262728148,1354.927490209117,58.95438234316229,138.03625489544152,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54087,L,302.0,310.4,1449.9680363003927,46.54885808062836,165.03196369960727,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55257,L,298.80941594259417,309.3635280191353,1543.1803735884705,36.87294396172944,117.4549066028824,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56091,L,301.1174608328187,310.4611532890674,1771.3592311406217,25.870844779699624,163.7961557031086,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55270,L,300.45363778108015,310.26835910054365,1912.1218266864807,22.646362218919887,155.8291022486409,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47795,L,296.3322981721337,306.8405057937177,1634.9538597540948,32.647692987704744,55.47692987704738,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56692,L,298.6337043642799,308.4252782732099,1573.62527827321,38.04589826374898,34.04213045534986,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50147,L,298.82420408006834,309.8420384141699,1365.0445858352539,46.67388475749022,74.9554141647461,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49473,L,300.6727104903092,310.0727104903092,1522.3454209806184,39.53134601482466,123.1727104903092,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48753,L,300.24766276422883,309.8237896526233,1465.8572620842604,41.09056759793295,156.19031722098617,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55054,L,300.3652154693266,311.8771142770441,1548.3524047691299,38.05858214610847,57.118988077175175,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54278,M,301.16473007364345,310.5242045099053,1643.556846617571,31.475795490094725,20.075795490094727,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54603,L,299.9757136088837,310.6889607313108,1411.325973820874,45.84805235825227,202.65194764174774,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21174,M,299.43003164165907,310.33003164165905,1783.0,26.774457283760253,135.08514238746582,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56854,L,303.6,312.4647659550725,1698.2063829589372,30.744127659178744,8.088936142512132,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56368,L,301.4464370696148,310.17546023812406,1502.464370696148,46.501321227068544,36.76781465192599,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52041,L,299.71635209198905,309.6985940068088,1951.607473049399,20.792526950601065,103.51868262349734,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18469,M,299.75245781996426,309.3739545022778,1639.8943507110316,31.232061611210344,211.36977251138896,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21564,M,299.45849419108924,309.030453653933,1509.6341698938393,39.15728763270088,64.9025096815179,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18925,M,301.8299787717842,310.7,1510.8249469294606,37.31991508713689,68.94968157676334,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55704,L,299.29179952617693,310.010338169955,1468.7629227124437,46.81033816995503,13.814613562218927,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52042,L,299.785040716032,310.69374421309976,1332.0,56.056482514661106,112.2946511241432,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53013,L,299.937841220776,309.4261654700184,1456.0747584857668,45.05186896214417,16.92524151423317,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19434,M,299.54700789544177,309.361334837227,1407.5799774415948,42.81697405783412,45.789988720797446,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54097,L,300.7862060985226,310.0459719573098,1479.574707323484,35.36206098522599,195.85058535303202,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16658,H,298.89248640463194,308.77774592138957,1430.2225407861042,45.64883836989249,93.96243202315962,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55534,L,300.7680083659064,309.83822965858343,1389.4044258535414,47.47686007298917,192.21327756062422,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47731,L,302.18370288989496,311.6780371157157,1265.3329443264263,59.88878515371369,119.33294432642636,0,0.0,0.0,0.0,0.0,0.0
5000.5,H37231,M,301.0010110199328,310.40176928488233,1793.0176928488233,25.00252754983191,141.98230715117663,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55950,L,300.13034531737554,309.36069063475105,1684.5953957683264,27.251726586877645,203.3034531737553,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48732,L,300.91830196045925,310.65457549011484,1785.207749299836,25.95704845963916,118.75350420098411,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20889,M,298.1038568687617,308.13856868761667,1456.0385686876166,43.904414044368316,79.88429393715,0,0.0,0.0,0.0,0.0,0.0
5000.5,M17655,M,302.1764047822282,312.4022473210063,1402.1460676014376,51.04606760143756,77.85393239856243,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49939,L,299.146194813965,309.36648913948494,1484.0,40.038584441895054,212.48731604655006,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18268,M,300.8433382255717,311.6936963381468,1386.4405445072202,47.76224921113112,119.5873926762937,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55207,L,300.45304042990773,309.87345297097977,1422.4489686473198,41.68566831874334,220.34690594195953,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51158,L,298.17358588240836,309.3880513726091,1378.8679294120418,49.555345097993026,93.85534509799302,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52340,L,302.5837358916755,311.99476442671636,1436.332714012807,50.48878566880117,42.22242866239766,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51940,L,303.3798656016455,312.839820802194,1546.8665173351617,40.42013439835446,72.66629333790426,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50111,L,301.5238713146273,310.34344116855755,1376.2172058427877,43.55010664039699,182.21720584278785,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53070,L,297.894657871383,308.5827652176344,1634.7645637180572,31.034952923337045,147.4708725638858,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22245,M,302.10940096912736,311.48824878859085,1383.0940096912732,53.564746365772514,108.1880193825466,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48271,L,298.7873508276035,309.12529834479295,1450.0,46.298408827770814,8.249005517356759,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18586,M,302.4566796257254,311.0,1506.8892514921695,34.429961122823734,82.33224552349152,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49592,L,298.6697033390318,309.02871316239356,1403.2950491168085,45.930296660968175,202.0574263247871,0,0.0,0.0,0.0,0.0,0.0
5000.5,M20389,M,299.2,308.5041221517833,1538.5206107589167,37.704987236613896,99.0412215178333,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50712,L,299.538686506914,308.9147035128402,1479.626695009877,40.82533900197542,4.986439920983099,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16678,M,303.05722035206026,311.50773403572475,1433.2525684183227,42.75051368366452,149.58247719389246,0,0.0,0.0,0.0,0.0,0.0
5000.5,L49270,L,299.1797635508876,310.14970443860955,1396.0,47.88094579644947,13.699408877219081,0,0.0,0.0,0.0,0.0,0.0
5000.5,H29581,H,300.29095975452583,309.90602683031614,1467.252975595785,42.63251462820864,18.34337805052687,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54137,L,300.39163779478383,310.8484413589026,1323.5131123075535,52.30549233336342,85.24344384622327,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47282,L,299.8997023129474,310.10089306115793,1555.7982138776842,38.87743989134733,60.201786122315816,0,0.0,0.0,0.0,0.0,0.0
5000.5,M22020,M,300.14220484622246,310.19607937140245,1488.0,39.71932652248256,190.34640209532515,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48064,L,298.97680689549,308.70387917130955,1362.187831725412,49.748060414345225,94.64638620902008,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56925,L,300.8744029645869,310.4496019763913,1610.2919983530073,34.235002058740925,186.41600329398548,0,0.0,0.0,0.0,0.0,0.0
5000.5,H30863,L,302.4425404150948,311.4710484981137,1677.4298383396208,32.528508083018956,76.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55157,L,300.7624724192326,309.89897572892465,1379.910022064614,55.66452096138322,100.36503309692087,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47535,L,298.28029062279285,308.2149636721509,1618.7481836075447,33.583583213884815,61.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,M15097,H,297.88994546166475,307.4798909233295,1551.4021815334097,36.24972730832378,188.20109076670488,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21821,M,299.81773800503606,309.3898888047003,1379.3290479798557,44.844301599328524,87.72150799664261,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52681,L,300.93517307077474,310.02611206620935,1540.0,36.49769363013603,28.227347488586602,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56461,L,297.7709756498696,308.5086738030517,1336.1159298905843,52.78415386438428,61.11592989058427,0,0.0,0.0,0.0,0.0,0.0
5000.5,L53491,L,295.8517076254846,306.4684881338502,1445.4965847490307,49.757365678892064,133.25170762548458,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21827,M,301.2933386042955,310.7,1363.13322791409,45.1883820897334,112.93338604295502,0,0.0,0.0,0.0,0.0,0.0
5000.5,L48212,L,301.06264586378666,310.6575408418603,1644.8747082724267,34.07238914352212,63.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50133,L,300.6909018582844,310.71784458209515,1576.4107770895243,37.98383436571356,40.46466253714574,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50966,L,297.6847280026228,308.3492608006994,1584.753695996503,32.850739199300584,31.137935987760194,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55687,L,300.3242892036991,310.2110058079554,1516.055029039777,41.95047386420062,168.41745644033438,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23634,M,298.568959762764,308.1358028214381,1406.336861173483,43.53289235331462,4.339507053595319,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56860,L,299.3534102019785,310.32867718951553,1884.33689316716,21.84445389772549,15.286771895154967,0,0.0,0.0,0.0,0.0,0.0
5000.5,H31628,M,299.9412344657446,309.2204548031691,1352.9983757029675,43.560714690694276,126.19967514059351,0,0.0,0.0,0.0,0.0,0.0
5000.5,L50450,L,301.1747108092186,310.73831937388064,1933.6206621382792,21.8,206.50192793854262,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47201,L,298.70638690791475,309.074452368341,1450.0,43.77445236834099,64.5958036187213,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19210,M,297.8652453061589,308.1912578230685,1567.434968707726,34.6430688430029,131.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,M21565,M,302.0328768129214,311.2657536258429,1383.9945217550571,48.92904204146148,69.33424637415713,0,0.0,0.0,0.0,0.0,0.0
5000.5,M19808,M,303.61126410567107,312.52331107764945,1500.2409394395688,41.55142067893252,125.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,M16661,M,298.4160719500847,308.02008993760586,1425.9598201247884,46.29620685649342,92.39955031197083,0,0.0,0.0,0.0,0.0,0.0
5000.5,L52612,L,299.87769237189724,309.7588811500108,1388.397202875027,49.37909093438377,74.40069928124325,0,0.0,0.0,0.0,0.0,0.0
5000.5,L55214,L,300.1856881693933,309.79498628893145,1566.435733872955,34.15141290163597,7.914311830606705,0,0.0,0.0,0.0,0.0,0.0
5000.5,L51254,L,301.1275494259583,310.8032689659289,1446.663034482301,39.8105057470502,95.0,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56394,L,299.68170587144226,309.2517603396937,1505.0,36.37615251110402,96.70054468251435,0,0.0,0.0,0.0,0.0,0.0
5000.5,M24646,M,301.76083550883936,309.9536118362798,1746.893530604663,30.992776327440435,84.25094284652826,0,0.0,0.0,0.0,0.0,0.0
5000.5,L54093,L,300.59246805916956,310.4113786248442,1479.754808355017,38.915063881660956,180.58493611833904,0,0.0,0.0,0.0,0.0,0.0
5000.5,M18097,M,299.93523466547464,311.16827548617084,1756.3435712756325,30.529969438006454,113.66520410348107,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56382,L,297.39780520414195,308.4265334038461,1548.2872819970414,36.67017440236684,62.2763080177513,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56429,M,300.24720496369355,310.0826086864637,1662.8198759076613,30.853416132004032,179.11801240923387,0,0.0,0.0,0.0,0.0,0.0
5000.5,L47848,L,303.7545910551731,312.5834169344839,1735.0,27.860712462070484,192.74234824137824,0,0.0,0.0,0.0,0.0,0.0
5000.5,M23117,M,300.8492902075422,309.8602839169831,1593.4725157263977,31.333600178309567,142.84929020754223,0,0.0,0.0,0.0,0.0,0.0
5000.5,L56098,L,298.2916331160119,308.41662396583337,1399.875045750893,48.787467974375026,193.7917429181547,0,0.0,0.0,0.0,0.0,0.0
